comment_id,video_id,channel_id,comment_text,published_at
Ugzphwu1ckiKclOGVit4AaABAg,uDuSCpyfZ70,UCFfbH3zDLa47d4nfotQ349Q,絕望😢,2025-07-03 19:13:29
Ugx3ESdRsujxhI8pMOF4AaABAg,uDuSCpyfZ70,UCFfbH3zDLa47d4nfotQ349Q,美國未減香港先減😅😅😅,2025-07-03 18:47:40
UgwEb6JgzjNhgn5WfXh4AaABAg,uDuSCpyfZ70,UCFfbH3zDLa47d4nfotQ349Q,"謝謝分享,感謝",2025-07-03 15:33:56
Ugy3lR_9QXUL2bax8Fd4AaABAg,uDuSCpyfZ70,UCFfbH3zDLa47d4nfotQ349Q,港元定期存款只得1.4至1.6厘低得可恥，豈有此理,2025-07-03 14:21:13
Ugyc5PpNNETPsnRep4p4AaABAg,uDuSCpyfZ70,UCFfbH3zDLa47d4nfotQ349Q,定期存款利息低得可恥!可悲!😢,2025-07-03 14:12:14
UgyRMViy43oSyXrosM94AaABAg,uDuSCpyfZ70,UCFfbH3zDLa47d4nfotQ349Q,唉！真係少,2025-07-03 13:42:28
UgzfFwr6igQeri6YxsV4AaABAg,P2lrkEXS9sw,UCFfbH3zDLa47d4nfotQ349Q,非常複雜。,2025-09-07 00:58:49
UgzkzeW-n6BleDPFHLx4AaABAg,LB3FXX0l9Ts,UCFfbH3zDLa47d4nfotQ349Q,thanks very much,2025-06-24 23:46:57
UgzhoxzL_Y3mak1qsYB4AaABAg,LB3FXX0l9Ts,UCFfbH3zDLa47d4nfotQ349Q,I'm bank with first direct,2025-06-24 10:59:38
Ugwb0rDIABmgl4-dXzd4AaABAg,dOrQuvRpEIk,UCFfbH3zDLa47d4nfotQ349Q,多謝分享,2025-06-18 06:14:59
Ugzc_nV-WfcknJt1PEd4AaABAg,dOrQuvRpEIk,UCFfbH3zDLa47d4nfotQ349Q,多謝,2025-06-18 06:07:30
Ugx_bUrMhgcrcuAtrXh4AaABAg,0uok_rOrUCI,UCFfbH3zDLa47d4nfotQ349Q,信和置業 00083 有淨現金 派高息 😊,2025-06-12 14:13:38
Ugxi76p6HqoYTPKQIzB4AaABAg,0uok_rOrUCI,UCFfbH3zDLa47d4nfotQ349Q,配音大到拆天！😪😪,2025-06-12 01:05:41
Ugy-gWIk7souWvVMaxt4AaABAg,0uok_rOrUCI,UCFfbH3zDLa47d4nfotQ349Q,你最後個表左右下角遮住咗叫人點睇？？？,2025-06-11 06:43:25
UgxdRcqvTdyQRe9xJBB4AaABAg,0uok_rOrUCI,UCFfbH3zDLa47d4nfotQ349Q,Thanks,2025-06-11 06:36:53
UgzK4-0NCFzo0ap6AxN4AaABAg,-p46GhjVnoY,UCFfbH3zDLa47d4nfotQ349Q,"早兩個月7.76 嘅時候港紙定期剛好到期, 即時將港紙轉做美金再做美元定期, 而家收緊4厘以上息, 當時無乜人咁做甚至無乜人討論/研究, 而家氣氛一轉港紙轉弱（接近7.85）先去追入已有d蝕章, timing同運氣好緊要",2025-06-08 12:26:43
UgzF_-6W9Hdfd3qtPeJ4AaABAg,-p46GhjVnoY,UCFfbH3zDLa47d4nfotQ349Q,點解會跌到咁低息? 幾時先升返?,2025-06-06 10:38:55
Ugzp5BdKSbM0VbMHnpB4AaABAg,-p46GhjVnoY,UCFfbH3zDLa47d4nfotQ349Q,1%就唔好講，講其他投資啦,2025-06-06 00:52:45
Ugy7PiVjOPffa7bdepN4AaABAg,-p46GhjVnoY,UCFfbH3zDLa47d4nfotQ349Q,Thank yoi for your work!,2025-06-05 14:33:34
UgyNjJMNElX-3V6KTol4AaABAg,-p46GhjVnoY,UCFfbH3zDLa47d4nfotQ349Q,謝謝你👍,2025-06-05 13:01:13
UgxGhTHoxL8JloaE5SF4AaABAg,-p46GhjVnoY,UCFfbH3zDLa47d4nfotQ349Q,邪惡勢力令港元定期低得很😂，但幫輕供樓人士,2025-06-05 12:44:57
Ugx81EjOjJwQ910hlsV4AaABAg,-p46GhjVnoY,UCFfbH3zDLa47d4nfotQ349Q,一千億神秘資金idle空轉，每日損失利息近千萬，一定係other people ‘s money ，可能係金管局。,2025-06-05 09:09:48
UgyxAEJCY6gusVZB58Z4AaABAg,-p46GhjVnoY,UCFfbH3zDLa47d4nfotQ349Q,唯有轉美元做定期😢,2025-06-05 07:38:17
Ugwke2Q7E55I9i9xJTl4AaABAg,-p46GhjVnoY,UCFfbH3zDLa47d4nfotQ349Q,OMG,2025-06-05 02:19:34
Ugw7kDGUMLumQkgmmhl4AaABAg,VSBij6djzcw,UCFfbH3zDLa47d4nfotQ349Q,睇曬啲花園片，請問買左咩機器切地磚？,2025-06-19 13:01:02
UgzR1aRM64U0MNyzsVp4AaABAg,VSBij6djzcw,UCFfbH3zDLa47d4nfotQ349Q,請問豬八怪個扒叫什麼,2025-06-03 14:07:07
UgzPt7GHJHROELudrVZ4AaABAg,VSBij6djzcw,UCFfbH3zDLa47d4nfotQ349Q,超勁,2025-06-03 13:55:18
UgxdJ44k7r2Gg9V-j2p4AaABAg,VSBij6djzcw,UCFfbH3zDLa47d4nfotQ349Q,very good,2025-06-01 04:51:26
UgxhRTR4m_dLZwCIK994AaABAg,VSBij6djzcw,UCFfbH3zDLa47d4nfotQ349Q,👍👍👍,2025-05-27 12:06:42
Ugy5bGCZEMLFp85cd7p4AaABAg,VSBij6djzcw,UCFfbH3zDLa47d4nfotQ349Q,努力加油！,2025-05-27 11:45:38
UgxkLy1IlVCkxS4_Urh4AaABAg,VSBij6djzcw,UCFfbH3zDLa47d4nfotQ349Q,👍,2025-05-27 11:05:26
Ugxr9fTRz-9q_NlqMZB4AaABAg,ELEigjgPIAw,UCFfbH3zDLa47d4nfotQ349Q,請問鋸樹把嘢係乜牌子同型號?,2025-06-01 22:58:45
Ugzx8bykmUQJnKxTmf94AaABAg,ELEigjgPIAw,UCFfbH3zDLa47d4nfotQ349Q,👍👍👍,2025-05-18 15:27:02
UgwEwLdowwMPoPiLnfN4AaABAg,kxS7Z6S_W_o,UCFfbH3zDLa47d4nfotQ349Q,thanks for sharing,2025-05-11 06:42:34
Ugwat17s2RH4OXR4aP54AaABAg,K5y_VDuHbyc,UCFfbH3zDLa47d4nfotQ349Q,"信和置業 00083 
是淨現金公司 
有實力派高息  😊",2025-05-10 02:53:12
Ugxriqj0lW9NCIZz2_94AaABAg,K5y_VDuHbyc,UCFfbH3zDLa47d4nfotQ349Q,嘩你講大話嘅 我去大眾得三個月兩厘半你話三,2025-05-10 01:31:48
UgwO4J9MpDkKIZmy0u14AaABAg,K5y_VDuHbyc,UCFfbH3zDLa47d4nfotQ349Q,Thanks for sharing!,2025-05-05 15:11:11
UgzaZ1CsAn6lM05543h4AaABAg,K5y_VDuHbyc,UCFfbH3zDLa47d4nfotQ349Q,多謝分享,2025-05-05 12:55:58
UgytK12tBnWct8ND-0N4AaABAg,J1RhjE0qkIE,UCFfbH3zDLa47d4nfotQ349Q,想問下你個前園你大約係幾大？要點預mot subbase 同sharp sand 的數量？ 謝謝,2025-07-28 19:47:47
Ugzb132aLMSYNxWcGfJ4AaABAg,J1RhjE0qkIE,UCFfbH3zDLa47d4nfotQ349Q,想請問吓你個壓土機喺邊到買？夠力嗎？thank you,2025-05-02 16:18:29
Ugyxl1lABdidCAzx8ZR4AaABAg,J1RhjE0qkIE,UCFfbH3zDLa47d4nfotQ349Q,garden is very good,2025-04-27 06:45:40
UgznOXbLP03wP3L4cB54AaABAg,J1RhjE0qkIE,UCFfbH3zDLa47d4nfotQ349Q,Very good!!,2025-04-23 20:51:49
UgyN2Tc56HcuMp1W8Dd4AaABAg,J1RhjE0qkIE,UCFfbH3zDLa47d4nfotQ349Q,👍👍👍,2025-04-23 19:56:09
UgyMhuHWABz6BSjpTMl4AaABAg,Xoi4QRfCgRY,UCFfbH3zDLa47d4nfotQ349Q,Thank you for your sharing!,2025-04-17 00:42:04
UgwfelCHwF11DnPMWjV4AaABAg,SIKqptWUvfE,UCFfbH3zDLa47d4nfotQ349Q,想請問吓你個壓土機喺邊到買？我見amazon 同b&q 都冇。thx,2025-05-03 07:28:12
Ugzdr3S-pxeJa-gxPzd4AaABAg,SIKqptWUvfE,UCFfbH3zDLa47d4nfotQ349Q,勁,2025-03-30 22:51:33
UgxoAUiIlEjAspNKTs54AaABAg,SIKqptWUvfE,UCFfbH3zDLa47d4nfotQ349Q,"您好:我想請問一下我家後花園分2邊左邊是人造草皮.就在早幾日我播起草皮睇原來草皮下面全部都係木條.而木條同地底深度约尺半左右.草皮就釘在木條上.但是現在可能長年雨水浸泡.木條己經有幾條腐爛及斷裂.我想全部换唔知要花幾多錢,草皮面積約12O尺左右.我又唔知点樣找人.所以特地請教!希望您能夠解答我的問題.'萬分感謝🎉🎉🎉🎉🎉",2025-03-30 21:33:07
UgzZW9r-HHswdk0ZC1d4AaABAg,w3mhdhChjDw,UCFfbH3zDLa47d4nfotQ349Q,Very good👍,2025-03-23 20:53:19
Ugzw-A1hKNoD-ELVrch4AaABAg,w3mhdhChjDw,UCFfbH3zDLa47d4nfotQ349Q,💪💪💪,2025-03-23 17:34:37
UgxcSXnuOe47qcexZLl4AaABAg,1WsAovrAx0c,UCFfbH3zDLa47d4nfotQ349Q,Thank you for sharing !,2025-03-18 10:30:44
UgxfkFp7fGt9U25r5oh4AaABAg,O8AhOERZY0E,UCFfbH3zDLa47d4nfotQ349Q,thx,2025-03-16 15:24:48
UgwweYx48_K3WGB6MwN4AaABAg,O8AhOERZY0E,UCFfbH3zDLa47d4nfotQ349Q,"USD, please",2025-03-08 08:45:28
UgwJhXSPg0AleBkejZx4AaABAg,O8AhOERZY0E,UCFfbH3zDLa47d4nfotQ349Q,Liked,2025-03-07 00:32:25
UgxaROr8eNvHlIt1xrR4AaABAg,QYwIYqzf0EA,UCFfbH3zDLa47d4nfotQ349Q,Lloyds 每月入2000磅就唔洗比月費？,2025-02-27 06:24:11
UgyPT3uU71-kVyyVo2d4AaABAg,QYwIYqzf0EA,UCFfbH3zDLa47d4nfotQ349Q,Lloyds唔係讀Loyals…,2025-02-26 10:49:34
UgyPG_YoVX7uKSvflq94AaABAg,QYwIYqzf0EA,UCFfbH3zDLa47d4nfotQ349Q,有冇人知點解HSBC5%會多過LLOYDS5.5%?,2025-02-26 09:47:28
UgxDDiW2FW_yKl4KzPF4AaABAg,QYwIYqzf0EA,UCFfbH3zDLa47d4nfotQ349Q,Thank you for sharing ❤,2025-02-24 20:29:53
Ugy3AvoReAMtlJOwzgB4AaABAg,QYwIYqzf0EA,UCFfbH3zDLa47d4nfotQ349Q,谢谢分享，做一期英国短期浮动Variable及固定Fixed  那间最高。谢谢,2025-02-24 12:53:59
UgzfGGYiExKLKEfbSHN4AaABAg,EEfSG4FhbJ8,UCFfbH3zDLa47d4nfotQ349Q,個鬼妹去左邊,2025-07-22 11:43:14
UgwGDP-AWrO_NQwBcJB4AaABAg,EEfSG4FhbJ8,UCFfbH3zDLa47d4nfotQ349Q,今天有幸睇到你的介紹片；請問；在completion day 當日的流程喺點樣呢？唔該；指教一下。thanks,2025-07-01 17:41:27
Ugz_XmDE_e09gom4XOh4AaABAg,EEfSG4FhbJ8,UCFfbH3zDLa47d4nfotQ349Q,Offer in excess? 聽吾清楚 声好疾，什麼比agency 水 意思？,2025-03-05 18:12:46
Ugx54mePNGpK6pjoUPF4AaABAg,EEfSG4FhbJ8,UCFfbH3zDLa47d4nfotQ349Q,請問你的意見用一間Agent 好定多間Agent 好,2025-03-05 17:12:11
UgyFbFLpLdhTAUnUz_h4AaABAg,EEfSG4FhbJ8,UCFfbH3zDLa47d4nfotQ349Q,"多謝你的資訊, 好實用呀! 另外我想請問下買賣雙方可否同用一間律師行? 以及完成交易前, 律師收咗買家全數之後是否由律師行入數比中介, 中介入數比我哋, 定係律師行直接入數比我哋?",2025-02-28 07:51:29
Ugx6eTkBoO6Ovv0Z8rZ4AaABAg,mVSK0ixfyVw,UCFfbH3zDLa47d4nfotQ349Q,怎么和我从谷歌搜到的不一样 少太多了😅😅,2025-02-11 07:47:48
UgyS2Opf6VrVXlnJ5n94AaABAg,mVSK0ixfyVw,UCFfbH3zDLa47d4nfotQ349Q,👍 👍👍Support and like 🙏🙏🙏,2025-02-07 02:13:50
UgzLxZV9Al4iitcm1Ll4AaABAg,mVSK0ixfyVw,UCFfbH3zDLa47d4nfotQ349Q,老實講本人左90年代開始活期存美金同人民币當時唔知美金同人民币更有升值需然本人活期利息唔高我都當存款係一重遊戏的，需然本人都有祖國人仔存款唔係好多百多萬活期當收息方便自己急用幾時罗都得，重有的美金都係有2百萬活期存款右係當收息好過定期好多最紧要方便自己就真既，有時銀行織員見到本人叫我投資我唔會投資其它野錢係本人既任何人都唔會移動到連本人媳婦都唔知本人有依2種貨帀的我將來老在留番俾我媳婦好好養佬等她將來有過錢使下冇更辛苦的❤❤❤,2025-02-07 01:27:41
UgyhtT50XWlWbQWP7QN4AaABAg,YwQ8MUirHIs,UCFfbH3zDLa47d4nfotQ349Q,👍👍👍👍👍👍,2025-02-13 04:33:45
Ugxau25vKwNP3LXmLJ54AaABAg,YwQ8MUirHIs,UCFfbH3zDLa47d4nfotQ349Q,這麼高的？ 中銀原有資金得1.1釐,2025-02-05 12:51:57
UgzeV_oSUJ8lmWdq38F4AaABAg,YwQ8MUirHIs,UCFfbH3zDLa47d4nfotQ349Q,"花旗港元那來4.00%咁高利息呀？
昨天做咗張單，只得2.83％！
#你的資料有冇搞錯啊呀？",2025-02-05 06:20:30
UgyyNxecTqyd-IQhfd94AaABAg,YwQ8MUirHIs,UCFfbH3zDLa47d4nfotQ349Q,又要叫人打賞，課金，贊助，7乞衣台，取消訂閱🖕,2025-02-05 02:22:12
Ugwo7yK95BMrz5dJDUt4AaABAg,YwQ8MUirHIs,UCFfbH3zDLa47d4nfotQ349Q,交通銀行呢？,2025-02-04 07:51:14
UgwEy7C6H6tzAd51YHR4AaABAg,YwQ8MUirHIs,UCFfbH3zDLa47d4nfotQ349Q,等咗咁多年，之前蝕嘅而家乜都返嚟，相信現金為王都會持續幾年🤔,2025-02-04 04:30:38
UgwgTYnhvtalpbxoJyR4AaABAg,YwQ8MUirHIs,UCFfbH3zDLa47d4nfotQ349Q,點解你報留咗大新銀行嘅？,2025-02-04 01:03:39
UgxKryWCO7I4Q5HmkZx4AaABAg,YwQ8MUirHIs,UCFfbH3zDLa47d4nfotQ349Q,根本一次都唔會減,2025-02-03 23:12:16
UgyZ6vj3olVkrpDRL-V4AaABAg,YwQ8MUirHIs,UCFfbH3zDLa47d4nfotQ349Q,Support and like,2025-02-03 16:52:30
UgzRIC5iYCpGID8JZkB4AaABAg,IcSydbD2vbo,UCFfbH3zDLa47d4nfotQ349Q,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2025-01-15 14:38:20
Ugy8ZLhJ7jD3YDpSjTB4AaABAg,IcSydbD2vbo,UCFfbH3zDLa47d4nfotQ349Q,Support and like,2025-01-11 19:26:09
UgxIdyhLnpJxfZB8JMN4AaABAg,yw5YBxR_oNY,UCFfbH3zDLa47d4nfotQ349Q,pao 4個月有3.8％,2025-01-09 14:38:22
UgyTRgk0GDXgWBBgFUF4AaABAg,yw5YBxR_oNY,UCFfbH3zDLa47d4nfotQ349Q,感谢分享,2025-01-06 15:29:10
Ugy_TlD72hraNxgLEy94AaABAg,VeWLsJuppbE,UCFfbH3zDLa47d4nfotQ349Q,咁快搬,2025-06-04 08:14:22
UgyrmUowwbsbJGPMjhx4AaABAg,VeWLsJuppbE,UCFfbH3zDLa47d4nfotQ349Q,勁！💪🏻💪🏻💪🏻,2025-01-03 17:45:38
UgxUNNqUNK7qjhW8vr94AaABAg,VeWLsJuppbE,UCFfbH3zDLa47d4nfotQ349Q,勁 🎉,2025-01-03 17:14:12
Ugw0vrLd2yeaSHU1PX54AaABAg,VeWLsJuppbE,UCFfbH3zDLa47d4nfotQ349Q,💪💪💪,2025-01-03 16:47:30
UgwfVgoOuZWJNMw4Fgp4AaABAg,VeWLsJuppbE,UCFfbH3zDLa47d4nfotQ349Q,👍,2025-01-03 10:10:10
Ugxi1X2sU0tv1tn4IUZ4AaABAg,t-lA6gOgrBo,UCFfbH3zDLa47d4nfotQ349Q,HSBC最紅自主賞不是最高只有2.4%即6倍獎賞錢嗎？,2024-12-18 19:44:26
UgxU6CTb9SZ5K_cCKw54AaABAg,_CjWDmp9-ec,UCFfbH3zDLa47d4nfotQ349Q,应该公务员强制买中国国债,2024-12-12 09:29:50
Ugw_vzLQ7bp7Jngq2IZ4AaABAg,_CjWDmp9-ec,UCFfbH3zDLa47d4nfotQ349Q,創興三個月4.4%,2024-12-12 03:15:38
UgzZaiBfUaTQnU66YRt4AaABAg,lyOCk_M3piE,UCFfbH3zDLa47d4nfotQ349Q,thx,2024-12-06 05:09:20
UgwfxWLr9H3VnuZOny94AaABAg,lyOCk_M3piE,UCFfbH3zDLa47d4nfotQ349Q,🙏🙏🙏,2024-12-06 03:42:01
Ugw_YsYSlmD7gkJTMFp4AaABAg,lyOCk_M3piE,UCFfbH3zDLa47d4nfotQ349Q,感謝分享！,2024-12-05 06:55:41
Ugy4yATMmdIq8V5GOz54AaABAg,3tJcZcr2UHU,UCFfbH3zDLa47d4nfotQ349Q,真想移民到澳門😢,2024-11-23 02:53:56
UgwYQa7MqIr6XJWT1514AaABAg,3tJcZcr2UHU,UCFfbH3zDLa47d4nfotQ349Q,多謝大哥😊,2024-11-23 02:49:29
UgyeXc4sX6446OySSUF4AaABAg,q7wzcD8_ZXA,UCFfbH3zDLa47d4nfotQ349Q,個女仔好man,2024-11-20 15:15:29
UgyT0lWrCq7xfTYZ20h4AaABAg,CdSQefNo7zk,UCFfbH3zDLa47d4nfotQ349Q,你好我有朋友有十萬元人民幣，她想將人民幣轉為美元，星期一做三個月定期，可以嗎？現時滙水合適嗎？可有多少利率。,2024-11-12 15:50:02
UgxD_upEIGXCYzloMr94AaABAg,CdSQefNo7zk,UCFfbH3zDLa47d4nfotQ349Q,曾在某銀行開立美元定期，但到期後卻在轉存時遇上: 1. 每筆收費$60; 2. 需6小時後才到帳。,2024-11-12 09:37:44
Ugy0ldfTASG1iCi5nNF4AaABAg,hZwTH3wnTEc,UCFfbH3zDLa47d4nfotQ349Q,加就慢跟，減就快跟，香港揾笨,2024-11-06 18:30:01
UgwyJtS85vCYXPCWuG54AaABAg,hZwTH3wnTEc,UCFfbH3zDLa47d4nfotQ349Q,🙂‍↔️🙂‍↔️🙂‍↔️🙂‍↔️🙂‍↔️🙂‍↔️🙂‍↔️🙂‍↔️🙂‍↔️🙂‍↔️,2024-11-06 14:12:17
UgxDbazkYni0XVRFs754AaABAg,Bee9OpOHbHA,UCFfbH3zDLa47d4nfotQ349Q,👍,2024-10-17 17:52:18
Ugz4jpRAXHEs8Q4TMn14AaABAg,0Gh62fP2x7Q,UCFfbH3zDLa47d4nfotQ349Q,😁😁😁😁😁😁😁😁😁😁😁,2024-10-07 07:16:27
Ugx4zv0WyLOY6b-opi94AaABAg,0Gh62fP2x7Q,UCFfbH3zDLa47d4nfotQ349Q,Thanks for the comparison please do one on USD Time deposit!,2024-10-06 16:14:52
Ugzj6NAEDV6CgN1oYR14AaABAg,0Gh62fP2x7Q,UCFfbH3zDLa47d4nfotQ349Q,"根據腳本內容，所列出的銀行名稱如下：

中國工商銀行亞洲
匯豐銀行
中銀香港
中信銀行國際
大眾銀行香港
富邦銀行
恆生銀行
渣打銀行
中國建設銀行亞洲
星展銀行
東亞銀行
招商永隆銀行
Citibank",2024-10-03 17:00:41
UgwV-FdqZ3LR1Y1hC5V4AaABAg,0Gh62fP2x7Q,UCFfbH3zDLa47d4nfotQ349Q,Thank you for your work!,2024-10-03 08:27:38
UgzV1ibWimdXs0kOpp14AaABAg,0Gh62fP2x7Q,UCFfbH3zDLa47d4nfotQ349Q,"Thanks❤, 定存利率真係跌得好快，要做定期鎖長息真係要快",2024-10-02 23:19:34
UgxW1UISC9zILlQYXwp4AaABAg,0Gh62fP2x7Q,UCFfbH3zDLa47d4nfotQ349Q,"多謝分享有用資訊,立即訂閱",2024-10-02 14:51:07
Ugyw68x1-b88KDPUkol4AaABAg,0Gh62fP2x7Q,UCFfbH3zDLa47d4nfotQ349Q,感謝你分享🙏,2024-10-02 13:14:12
UgwJwoCzZqis6-lNYsN4AaABAg,jBulbladpuI,UCFfbH3zDLa47d4nfotQ349Q,廣告都睇埋，另外和你合作的MH在臉書有個苦主組，也令我有點。。。希望幫到你和大家。,2024-09-28 02:42:22
UgwIgtiDAbNBL2R-_zp4AaABAg,jBulbladpuI,UCFfbH3zDLa47d4nfotQ349Q,收到，我由頭睇到尾了,2024-09-28 02:36:26
Ugx11ehtAisVDWzRgil4AaABAg,qSBQt3MgMuI,UCFfbH3zDLa47d4nfotQ349Q,係未一定有？穩唔穩陣？會唔會連個本都😢,2024-09-17 12:01:27
Ugz4aOhsT7_Jj5mj0I54AaABAg,qSBQt3MgMuI,UCFfbH3zDLa47d4nfotQ349Q,講得好清楚 好明白 好多長者都會多謝你🎉,2024-09-13 16:01:28
Ugw8e7hbElwuyAWeZt54AaABAg,qSBQt3MgMuI,UCFfbH3zDLa47d4nfotQ349Q,買港燈好過。。,2024-09-13 13:29:36
UgwZ0Xf4Nm8JRzFfkGV4AaABAg,qSBQt3MgMuI,UCFfbH3zDLa47d4nfotQ349Q,做定期自製復利息高得多，3個月都做得，唔駛被鎖3年，4厘太低了，勿中伏呀！,2024-09-13 12:56:37
UgymWFWMmYfr979MuqJ4AaABAg,qSBQt3MgMuI,UCFfbH3zDLa47d4nfotQ349Q,如230000放老虎錢罌3年賺多一萬蚊以上，4厘太低，定期都有，政府明顯欺騙長者，勿中伏呀！,2024-09-13 12:52:13
Ugw8c-wTvOKMj_cA0Zt4AaABAg,qSBQt3MgMuI,UCFfbH3zDLa47d4nfotQ349Q,想問下買咗債券會唔會影響高齡長者津貼同在職津貼？,2024-09-13 10:13:35
UgyFmqz14L3mhS14GgF4AaABAg,vSp5twwmS58,UCFfbH3zDLa47d4nfotQ349Q,👍👍👍,2024-09-11 12:37:55
UgwLZsW0Ye503AWh1Vh4AaABAg,vSp5twwmS58,UCFfbH3zDLa47d4nfotQ349Q,support,2024-09-10 14:50:57
Ugzsd8Bl8EFglzT6tQR4AaABAg,Th42J-9D7ro,UCFfbH3zDLa47d4nfotQ349Q,RMB在哪家银行开户最合适？,2024-09-07 05:04:24
Ugyh_q3Cv1AYKJQRxHB4AaABAg,Th42J-9D7ro,UCFfbH3zDLa47d4nfotQ349Q,請問我點左大眾行但係吾係不可以網上開户?,2024-09-05 23:10:20
UgwvzuaFJDkekK6Ighh4AaABAg,Th42J-9D7ro,UCFfbH3zDLa47d4nfotQ349Q,"not really useful, to be honest",2024-09-05 12:09:41
UgzNaQJC9ntAj3t3e5p4AaABAg,Th42J-9D7ro,UCFfbH3zDLa47d4nfotQ349Q,"the actual interest rate is actually a lot more for SCB LOL, what u presented was too superficial",2024-09-05 12:08:43
UgyLTFJ2k3evhGZD_TJ4AaABAg,Th42J-9D7ro,UCFfbH3zDLa47d4nfotQ349Q,"老實講,間間大行都大肆公佈預期減息,而且仲係2022年開始預期,
問題是美國在此期間為什麼要加息?又有什麼理由要減息?
當明白了美國聯儲局的動機後,真的會減息嗎?",2024-09-04 00:53:06
UgwlFdLY7xSHDcdbDYd4AaABAg,Th42J-9D7ro,UCFfbH3zDLa47d4nfotQ349Q,我睇唔會減住,2024-09-03 20:52:00
UgzayAdDnR0iWOcGtTF4AaABAg,Th42J-9D7ro,UCFfbH3zDLa47d4nfotQ349Q,希望唔減🤣,2024-09-03 14:20:48
