video_id,channel_id,channel_name,title,published_at,duration,view_count,like_count,comment_count
n0cZOugICzQ,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,2025年請假攻略出爐 [信用卡 +  旅遊保險優惠],2025-01-26T01:00:48Z,PT5M27S,290,6,0
IcSydbD2vbo,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新2025年1月] 美元定期存款比較 #被動收入,2025-01-11T02:00:10Z,PT10M58S,4793,71,2
yw5YBxR_oNY,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新2025年1月]  13間銀行港元定期存款趨勢| #被動收入不求人,2025-01-06T14:00:58Z,PT8M42S,22016,281,3
VeWLsJuppbE,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,花園大改造part 1,2025-01-03T10:00:36Z,PT12M31S,632,18,6
XhpjHHWrjpU,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[英國稅務] 2024-2025 最新 Cash ISA 比較 #4.9%都有,2024-12-28T09:00:36Z,PT9M33S,1009,20,0
t-lA6gOgrBo,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,英國慳錢攻略[1] : GIFT CARD 點買最抵？最多慳到1X%??,2024-12-18T17:00:06Z,PT14M35S,384,21,1
_CjWDmp9-ec,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新12月] 美元定期存款比較 #被動收入,2024-12-12T03:00:25Z,PT9M47S,4401,80,2
67xCXEFlqtI,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[香港連奪雙冠] 國際住宅負擔能力 & 城市生活成本報告,2024-12-11T13:00:09Z,PT14M12S,245,11,0
Xu7s1VsJq-c,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[經濟一週] 美股、BITCOIN 比特幣破頂10萬美元!!!,2024-12-07T15:30:09Z,PT8M14S,216,10,0
QbEKhg7V9sM,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,英國生活體驗 (交通篇),2024-12-05T12:00:30Z,PT17M15S,215,11,0
lyOCk_M3piE,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新12月]  13間銀行港元定期存款趨勢| #被動收入不求人,2024-12-04T13:00:58Z,PT10M5S,20225,333,3
J1OLGFqn7OA,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[經濟一週] 美國會去信財政部長耶倫　要求重新評估美國與香港銀行關係; 歐洲議會呼籲一系列措施制裁香港; 特朗普宣布對華加徵關稅 離岸人民幣曾穿7.27關創四個月新低,2024-12-01T10:30:08Z,PT9M3S,194,2,0
3tJcZcr2UHU,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[經濟一週] (派錢) 永久性居民派1萬、BITCOIN直逼10萬美元、私樓開價直逼居屋價,2024-11-22T13:15:06Z,PT10M53S,269,8,2
q7wzcD8_ZXA,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,熱門飛行里數信用卡攻略,2024-11-20T02:00:25Z,PT13M59S,1637,21,1
SgglAAB79Ms,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[經濟一週] 紫金損失大量黃金、億萬富豪All in 中國股票?、巴菲特最新持股,2024-11-16T01:00:17Z,PT10M29S,226,15,0
CdSQefNo7zk,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新11月] 美元定期存款比較 #被動收入,2024-11-12T02:00:08Z,PT11M45S,6064,111,3
3iSUcor7u6E,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[美國大選即時] Donald Trump唐納德·川普贏得美國總統寶座 |市場即時反應,2024-11-06T13:30:06Z,PT5M9S,348,15,0
hZwTH3wnTEc,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新11月]  港元定期存款｜11月最新趨勢| 被動收入不求人,2024-11-04T22:00:31Z,PT11M9S,11404,175,2
ZQepabeLhTg,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[A.I. 音樂] 高買低賣,2024-10-30T04:00:31Z,PT2M35S,109,3,0
znqH01fSZIo,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[大行報告]  中國平安業績超預期，阿里國際站交易創新高，比亞迪前景看好！,2024-10-22T12:01:17Z,PT4M5S,184,6,0
NiBlZ2JTs9U,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,5個億萬富翁的真實生活：他們比你想像的更簡單,2024-10-20T11:00:23Z,PT16M56S,361,12,0
Bee9OpOHbHA,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[A.I. 音樂] 投資絕望曲,2024-10-16T11:26:15Z,PT3M37S,156,12,1
1q3ycgx2rY8,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新10月] 8間虛擬銀行港元定期存款/活期存款比較,2024-10-11T02:00:02Z,PT8M47S,1707,33,0
khHGLXoIHWY,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新10月] 美元定期存款比較 #被動收入,2024-10-07T12:00:55Z,PT11M45S,2268,48,0
0Gh62fP2x7Q,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新10月最新趨勢]  13間銀行港元定期存款比較| 被動收入不求人,2024-10-02T13:00:26Z,PT11M30S,21680,388,8
lHXtfFZoNHg,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,銀行按揭息率比較~ 定息按、綠色按~ 加減息同樓價無關係!？,2024-10-01T02:00:23Z,PT17M2S,1043,21,0
jBulbladpuI,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,Youtube賺錢教學2024 (1) |如何建立YT頻道 |盈利門檻、演算法、AI工具,2024-09-27T12:00:21Z,PT9M16S,220,5,2
UP-ftBUT9LM,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,移英生活分享 - 子女學習篇 #bno移民,2024-09-20T07:00:16Z,PT24M38S,230,9,0
xYNkudY-4sY,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,HSBC 滙豐EveryMile限時迎新優惠  #著數攞盡！,2024-09-17T09:13:38Z,PT1M13S,595,3,0
qSBQt3MgMuI,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,銀色債券 2024 攻略,2024-09-13T10:00:54Z,PT8M1S,11541,153,13
vSp5twwmS58,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新9月最新趨勢] 13間銀行 #美元定期存款比較,2024-09-10T12:30:06Z,PT12M35S,5231,99,2
Th42J-9D7ro,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新9月最新趨勢]  13間銀行港元定期存款比較| 被動收入不求人,2024-09-03T12:00:28Z,PT14M55S,30319,410,7
Jjk8Xt09A8w,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,The Lake District 😀,2024-08-24T09:56:47Z,PT16S,54,3,0
hvq2vBwDM4I,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,Beautiful Lake District 😀,2024-08-24T09:38:51Z,PT16S,43,2,0
F7L2PxChuJM,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新8月] 美元定期存款比較 #被動收入,2024-08-20T12:00:14Z,PT12M21S,4400,60,3
-I_ti5uBsD4,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新2024年8月]  13間銀行港元定期存款比較| 被動收入不求人,2024-08-15T11:00:00Z,PT13M32S,12906,196,3
qBk0XdPG1x8,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[7月] 高息活期存款 傳統銀行 VS 虛擬銀行大比較 利率拍得住定期存款!!!,2024-07-23T12:00:54Z,PT13M10S,4170,78,4
qm_rkRqLQpQ,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新7月] 銀行美元定期存款比較 #被動收入,2024-07-12T13:15:07Z,PT13M44S,10754,148,9
-b3pbtaKXzw,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新2024年7月]  13間銀行港元定期存款比較| 被動收入不求人,2024-07-03T11:30:07Z,PT12M2S,39199,690,17
zLOvs5n9MLc,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,樓市辣招落幕~ 14年的數據大發現 (2) 住宅賣地面積和一手落成存在什麼關係？,2024-06-28T13:00:06Z,PT9M52S,368,18,4
MWQdxahrQik,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,英國樓市 (1997-2024) 數據全分析 #買樓自住 #新樓異樣,2024-06-21T12:00:23Z,PT15M19S,3198,74,8
2AK90B3Ko_A,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新6月] 8間虛擬銀行港元定期存款/活期存款比較,2024-06-16T01:00:01Z,PT11M,3769,81,1
SH2TzGt_PLw,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新6月] 美元定期存款比較 #被動收入,2024-06-12T15:30:06Z,PT11M46S,5278,103,3
VxYBhtEalrM,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[巴菲特A股之亂] 股票史上必要為散戶記下這一課 #BRK.A.US,2024-06-11T13:07:02Z,PT25M20S,532,19,0
k62u670IFQI,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,狐狸先生探訪，尋找食物的故事,2024-06-11T06:46:48Z,PT19S,159,7,1
5SDyztpNG_s,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新2024年6月]  13間銀行港元定期存款比較| 被動收入不求人,2024-06-05T13:30:04Z,PT13M17S,60853,961,31
jR2Ws8iOwj4,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[英國生活] [帶你一齊跑曼城馬拉松2024],2024-06-01T02:00:20Z,PT9M36S,256,9,2
RU7saUFKStg,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,樓市辣招落幕~ 14年的數據大發現 (1),2024-05-25T02:00:12Z,PT23M30S,3243,96,7
Vl8n-HzhBnY,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,恆指挑戰20000點，內銀、內房領軍，政策能否延續？,2024-05-17T00:00:21Z,PT8M33S,438,20,2
Mp37A-vTGIU,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,天才型罪犯！兩兄弟 12 秒內盜走2500萬美元加密貨幣！,2024-05-16T12:00:30Z,PT4M48S,254,7,1
dYY_Lhpgti0,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[英國網上購物慳錢心得] 看完就學懂如何用盡 英國Topcash back回贈,2024-05-14T16:00:06Z,PT11M43S,308,11,0
nrKp2xtI-pQ,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[5月活期/定期存款]-虛擬銀行全比較 #MOX開戶優惠趁快開戶,2024-05-09T01:00:21Z,PT9M43S,5036,83,16
-sakv2uEdMI,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新5月] 美元定期存款比較 #被動收入,2024-05-05T13:00:01Z,PT14M6S,10106,202,13
e1jUfbuCRU0,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新2024年5月]  13間銀行港元定期存款比較| 被動收入不求人,2024-05-02T13:00:37Z,PT12M46S,62669,1152,32
jI5KHcORYzY,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,(廣東話有聲書) 學習企業家的視野 -- 一代船王最關鍵的併購 (包玉剛先生如何棄舟登陸？),2024-04-27T01:00:19Z,PT34M48S,509,18,2
l7MZNCl9Teo,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,走塑令引發「窮人稅」爭議！外賣或成絕響？夜繽紛還能重現？,2024-04-25T01:00:18Z,PT13M31S,201,6,0
GByuaeeITnk,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,越南女首富被判死刑，稱藏黃金於海中，價值2073億港元！真相究竟如何？,2024-04-23T01:00:11Z,PT10M35S,634,15,0
eQYyOu5_xTo,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[長實深海炸彈] 油塘親海駅、黃竹坑Blue Coast、下一個樓盤會在哪裡？,2024-04-20T01:00:25Z,PT11M30S,824,21,0
8UPqZDBlD_M,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新4月] - 虛擬銀行港元定期/活期存款,2024-04-14T02:00:03Z,PT9M37S,5006,71,4
DXa1lV8RRpE,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新4月] 美元定期存款比較 #被動收入,2024-04-09T08:00:10Z,PT12M28S,13128,179,4
vh_MiwDuUic,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新2024年4月]  13間銀行港元定期存款比較| 被動收入不求人,2024-04-04T00:00:31Z,PT11M32S,60048,816,27
1_Ben2ho8Ak,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[股票實況][1] 刀仔鋸大樹,2024-04-01T11:00:01Z,PT6M30S,536,18,0
V9U_1g3Rqhg,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,【港股IPO穩賺？】2024年3月最新新股表現分析，散戶如何提高獲利機會？,2024-03-24T09:00:29Z,PT9M54S,336,10,6
C9wNM1qu3pA,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[強積金MPF] 終於有統一平台喇 !!!,2024-03-19T13:00:06Z,PT5M44S,2475,65,4
1-Zcpax0pA0,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[ISA開戶慳稅] 最新2024 稅務改革#ISA #免稅額建議增加5000英鎊,2024-03-14T09:00:01Z,PT13M25S,1777,49,8
3ogjDjYOcr0,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新3月] - 虛擬銀行定期/活期存款,2024-03-09T01:00:03Z,PT10M12S,5221,108,5
cP9O5KLLO-0,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新3月] 美元 #定期存款比較 #被動收入,2024-03-05T01:00:16Z,PT13M45S,12016,228,8
HUPO3-BiRgk,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新2024年3月]  13間銀行港元定期存款比較| 被動收入不求人,2024-03-01T14:45:01Z,PT14M26S,67245,1243,29
iiitruzQpsY,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[重點] 財政預算案2024 #日夜繽紛 #消費券已經唔存在,2024-02-28T13:30:07Z,PT16M18S,572,21,2
il7lEwBVepI,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,小巴牌價暴跌9成 |多名車主疑被Call Loan |小巴#高息股,2024-02-24T09:00:33Z,PT15M39S,872,27,2
yh4sxTVQYXk,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,SORA：顛覆影視產業的AI革命 (OPEN AI),2024-02-19T13:00:54Z,PT13M22S,359,14,2
Mg5N8Kst5KE,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新2月] 美元定期存款 14銀行比較 #被動收入,2024-02-09T05:00:15Z,PT10M46S,14987,213,16
eHuX3ZfswgU,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新2024年2月]  13間銀行港元定期存款比較| 被動收入不求人,2024-02-03T01:00:19Z,PT11M34S,76104,824,23
ymtwk-DSo8c,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,資本增值稅 (2) #Capital Gain Tax #美國 #台灣 #加拿大,2024-01-31T13:00:56Z,PT10M26S,310,7,2
G-U3F-wqqP8,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[信用卡優惠] #恒生MMPOWER卡 #moneyhero獨家優惠,2024-01-25T12:00:12Z,PT1M34S,829,8,0
ZR0gt8yTx6I,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,資本增值稅 (1) #Capital Gain Tax #英國 #澳洲 #中國,2024-01-23T13:00:33Z,PT11M21S,584,16,2
jpJWweCyLvQ,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,中信銀行(國際) inMotion動感銀行開戶優惠,2024-01-22T13:02:54Z,PT1M17S,762,6,0
bT0K1t3vkKc,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[定期存款1月]-虛擬銀行篇,2024-01-16T11:00:29Z,PT12M6S,2098,43,0
4G_ajS1SqMg,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新1月] 美元定期存款比較 #被動收入,2024-01-09T11:00:06Z,PT8M3S,4469,77,5
jyaHOXgRhIY,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新2024年1月]  13間銀行港元定期存款比較| 被動收入不求人,2024-01-03T01:00:18Z,PT11M8S,62867,844,15
lStftKshyVU,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,2023年成績表: 股票市場頭5大升幅榜，你認識幾多個？,2023-12-29T01:00:30Z,PT9M54S,307,10,0
8b9dbeAJsxw,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新12月] 英國ISA定期存款比較,2023-12-20T13:00:11Z,PT12M41S,6512,133,10
Xl6IJt1y5Rw,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,The twilight trial 😘,2023-12-14T18:06:50Z,PT16S,129,1,0
Q0pYI-T_8yg,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,【香港樓市】25歲買樓靠自己！分享心得,2023-12-13T14:00:09Z,PT12M38S,651,17,2
EV-GkzrwmBs,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,信銀國際Motion信用卡【無需簽賬 - 零成本拎走Nintendo Switch/ AirPods Pro 2/ $1500人氣禮券/ Delsey 行李箱 / Marshall藍牙喇叭】,2023-12-11T14:52:39Z,PT1M29S,525,3,0
8bYR__JX3mE,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新12月] 美元定期存款比較 #被動收入,2023-12-06T14:00:10Z,PT10M58S,3136,80,0
1Kku3Mzz088,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新12月]  13間銀行港元定期存款比較| 被動收入不求人,2023-12-01T14:00:10Z,PT12M55S,66645,831,29
8UOHN3H0Br0,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,【 #冬日重磅優惠 #無需簽賬 - 零成本拎走Delsey 行李箱 / Marshall藍牙喇叭/ Nintendo Switch/ AirPods Pro 2/ $1500人氣禮券】,2023-12-01T13:04:09Z,PT1M38S,1098,6,0
ZkGLn6FQz3k,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新12月]英國銀行定期存款比較,2023-11-29T14:00:23Z,PT9M50S,3776,109,4
9_omIgIt0yg,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[英國稅務系列] 高息銀行定期存款 #精明善用免稅額,2023-11-22T14:00:07Z,PT8M19S,1673,63,6
1YveMSzfsEk,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,究竟邊個天才設計這件野？#英國,2023-11-15T14:00:01Z,PT3M28S,275,12,2
L8vKJ_SWA8o,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新11月] 美元定期存款比較 #被動收入,2023-11-08T00:00:09Z,PT9M41S,3193,79,4
2l8GimhFj3w,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[最新11月] 13間銀行港元#定期存款比較 #被動收入不求人,2023-11-03T01:00:02Z,PT11M13S,44278,829,36
6BM-T3TbqBM,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,[被選中的人] 一年兩單案件 ~ 業主放租出事! #入獄 #按揭,2023-11-01T14:00:05Z,PT13M30S,642,25,2
7Jaxb01lLgk,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,National railway museum York 😀,2023-10-27T10:19:06Z,PT16S,524,4,0
5yjd1sXpvNY,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,施政報告 2023 [財經重點] #辣招 #交通津貼 #劏房 #公屋,2023-10-26T11:00:11Z,PT25M1S,204,10,0
Zkgaqt0v3SU,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,Citi【 零成本拎走最新版Dyson 風筒 / Nintendo Switch】#震撼快閃優惠 #限時不限量,2023-10-26T00:00:13Z,PT2M29S,248,8,0
